2021-06-24,3,46.0,18.0,64.0,2.0,0.5899999999999997,44.0,56.0,50.0,86.0,59.0,58.0,2.200000000000001,5.0,16.0
2021-06-24,0,58.0,10.0,43.0,1.0,0.3800000000000002,33.0,33.0,27.0,39.0,53.0,13.0,1.3000000000000003,3.0,11.0
2021-06-25,1,61.0,52.0,45.0,1.0,0.56,40.0,48.0,44.0,66.0,48.0,46.0,1.6000000000000005,7.0,61.0
2021-06-25,2,39.0,43.0,30.0,1.0,0.5999999999999998,38.0,13.0,35.0,36.0,29.0,33.0,2.7000000000000015,4.0,52.0
2021-06-25,3,35.0,28.0,33.0,1.0,0.5800000000000001,27.0,34.0,31.0,50.0,45.0,6.0,1.4000000000000004,7.0,36.0
2021-12-30,0,53.0,63.0,43.0,2.0,0.7199999999999996,71.0,53.0,76.0,59.0,5.0,51.0,2.100000000000001,7.0,41.0
2021-12-31,1,65.0,38.0,40.0,1.0,0.41000000000000003,48.0,41.0,11.0,32.0,68.0,53.0,1.2000000000000002,4.0,42.0
2021-12-31,2,42.0,33.0,62.0,1.0,0.4500000000000002,33.0,6.0,34.0,47.0,16.0,69.0,1.6000000000000005,4.0,20.0
2021-12-31,3,41.0,35.0,38.0,2.0,0.6800000000000004,35.0,39.0,45.0,43.0,44.0,51.0,2.000000000000001,4.0,38.0
2021-01-09,1,43.0,11.0,50.0,1.0,0.7099999999999996,92.0,19.0,44.0,13.0,20.0,47.0,1.6000000000000005,3.0,52.0
